05/03/24,label
"… Começou na China o Congresso Nacional do Povo, que se estende até domingo e pode frustrar se não anunciar novos estímulos contra a crise imobiliária. Na abertura do evento, Pequim manteve a meta do PIB deste ano em 5%, considerada ambiciosa. Já ontem à noite, o dado de atividade do setor de serviços chinês não veio tão bem.
À véspera da participação de Powell em audiência no Congresso dos EUA, a agenda internacional é fraca hoje e reserva o PMI de serviços nos EUA e Europa. Aqui, o dia também é esvaziado e só prevê o levantamento Focus (8h25) e participação de Galípolo, já com o mercado fechado (18h30), em evento em SP, um dia depois de Campos Neto ter voltado a transmitir menor percepção de risco fiscal, embora tenha repetido o alerta contra a inflação de serviços.",0.0
"… Faltando uma semana para o IPCA de fevereiro, o presidente do BC insistiu ontem, na ACSP, que os preços estão em trajetória de queda, mas a pressão nos serviços continua rodando acima do período pré-pandemia (2018/19).",-1.0
"… Reforçou ainda as declarações que já havia dado no final de semana de viés mais positivo para as contas públicas, que, em sua avaliação, podem ter neste ano um déficit menor do que o projetado pelos economistas.",0.0
"… “Como o mercado já tem um número bastante ruim, acho que a chance é de a surpresa ser para melhor”, disse.",0.0
"… O investidor sabe que zerar o déficit é uma promessa feita só para não ser cumprida. Mas se puder sonhar com alguma coisa melhor do que -0,70% (no Focus, a aposta está em -0,78%), a percepção fiscal já estará mais ancorada.",0.0
"… Um resultado “menos pior” das contas públicas continuará dependendo de um crescimento econômico mais consistente, das surpresas positivas da arrecadação federal e do enfrentamento do governo à revisão de gastos.",0.0
"… Na Folha, a jornalista Adriana Fernandes diz que as negociações de reajustes salariais conduzidas pela ministra Esther Dweck (Gestão) merecem toda a atenção, porque a “a panela de pressão dos servidores pode estourar”.",0.0
"… Ao Globo, Dweck afirmou que não há espaço para aumento salarial do funcionalismo público neste ano, a não ser que haja um “excesso de arrecadação”, cenário que deve ser verificado pelo governo em maio, informou a ministra.",0.0
"… Segundo ela, o impacto cheio dos 9% de reajuste de 2023 (a partir de junho) está ocorrendo neste ano e consome mais de R$ 4 bilhões. A ministra disse que o espaço orçamentário será destinado a reajuste no auxílio-alimentação.",0.0
"… Dweck só prevê aumento salarial em 2025, de 4,5%, e do mesmo porcentual em 2026, de forma linear.",1.0
"… Além de Campos Neto, também a ministra Simone Tebet expressou otimismo ontem com o quadro fiscal.",0.0
"… Ela avaliou que o contingenciamento no orçamento para cumprir a meta fiscal, que será apresentado em março, no primeiro relatório bimestral de receitas e despesas (dia 22), deve ser “muito menor” do que o esperado.",0.0
"… “O bloqueio será menor do que aquela discussão se teria de ser até R$ 28 bilhões, ou se teríamos de fazer, se houvesse necessidade, um contingenciamento de quase R$ 50 bilhões. Nós estamos muito longe desses números.”",0.0
… Tebet antecipou que a arrecadação de fevereiro veio acima do esperado (como a de janeiro).,1.0
"… Com isso, afirmou, o Executivo “provavelmente” não deverá precisar agora, com urgência, da resposta do TCU sobre a possibilidade de bloquear um valor menor do que o necessário para preservar a meta fiscal.",0.0
"… Na consulta ao TCU, o Planejamento estimou que a regra prevista na LDO limitaria o bloqueio a um valor máximo de R$ 25,9 bi, contra cerca de R$ 50 bi que o mercado estimou como necessários para o governo cumprir a meta.",-1.0
"… Ainda no front fiscal, o ministro Alexandre Padilha disse que Haddad vai esclarecer aos deputados os números do programa emergencial para o setor de eventos (Perse), que deve ser extinto pelo governo para elevar a arrecadação.",0.0
"… De acordo com Padilha, ainda não há uma data certa para a conversa, mas pode ser inclusive hoje.",0.0
"… Padilha também disse que nesta semana o Planalto pretende avançar nas discussões sobre a contribuição previdenciária dos municípios, assunto que causou desgaste nos últimos dias entre os prefeitos e o Executivo.",0.0
"… Hoje à noite (19h), Lula participa de confraternização com senadores no Palácio do Alvorada.",0.0
MAIS AGENDA – Raia Drogasil e PetroReconcavo soltam os balanços trimestrais depois do fechamento do mercado.,0.0
"… Nos EUA, o vice-presidente de regulação do Fed, Michael Barr, participa de dois eventos, às 14h e às 17h30.",0.0
"… Entre os indicadores, nos EUA, saem o PMI/S&P Global composto de fevereiro (11h45), o PMI/ISM de serviços (12h), que deve piorar para 52,7 em fevereiro, contra 53,4 em janeiro, e as encomendas à indústria em janeiro (12h).",0.0
"… Na zona do euro, às vésperas do BCE (5ªF), saem a inflação ao produtor (PPI) de janeiro (7h) e a leitura final de fevereiro do PMI/S&P Global composto (6h), que será divulgado ainda na Alemanha (5h55) e no Reino Unido (6h30).",0.0
"CHINA HOJE – O PMI de serviços recuou de 52,7 em janeiro para 52,5 em fevereiro, segundo pesquisa realizada pelo setor privado (S&P Global). O resultado ficou abaixo da expectativa de analistas de mercado, que esperavam 52,7.",0.0
"… O PMI composto chinês, que engloba serviços e indústria, permaneceu estável em 52,5 no período. Apesar da falta de fôlego, as leituras acima do nível de 50 indicam que a atividade da China segue em território de expansão.",0.0
"DENTRO DO CÍRCULO – A B3 não registrava no acumulado de fevereiro uma fuga tão grande de capital externo para o mês, de R$ 9,452 bilhões, desde quatro anos atrás, quando a pandemia do coronavírus estava prestes a estourar.",-1.0
"… Àquela época, as retiradas aceleraram a R$ 20,9 bilhões, diante da imprevisibilidade do que viria pela frente. Agora, é a demora do Fed em cortar o juro que vem promovendo as fortes saídas do investidor estrangeiro da bolsa.",0.0
"… Mas profissional ouvido pelo Broadcast pontua que “o dinheiro não está indo embora: está sendo direcionado à renda fixa”. Segundo ele, segue atrativo aos gringos aplicar aqui, diante do diferencial interessante de juro (Selic).",0.0
"… Com o investidor à espera de Powell, payroll e possíveis estímulos na China, a 2ªF foi de liquidez baixa e oscilações estreitas nos mercados domésticos.",0.0
"… O Ibovespa fechou em baixa de 0,65%, aos 128.340,54 pontos, com giro de apenas R$ 17,8 bilhões.",0.0
"… Petrobras acompanhou a queda do petróleo. A ação ON caiu 0,39%, a R$ 41,05, e a PN, -0,25%, a R$ 40,08.",0.0
"… O mercado de óleo bruto, que disparou na 6ªF com a expectativa de a Opep+ estendesse o corte de produção até o 2Tri, caiu ontem com a confirmação da notícia.",0.0
"… O Brent/maio, -0,90%, a US$ 82,80 por barril, na ICE. O WTI abril, -1,54%, a US$ 78,74 na Nymex.",1.0
