06/03/24,label
"… O mercado continua esperando pelo anúncio de estímulos no Congresso do Povo na China, mas já com medo de que a meta de crescimento de 5% este ano seja dura de ser batida. Na agenda doméstica, a produção industrial de janeiro (9h) tem previsão de queda e até pode animar as apostas de Selic de um dígito, embora a dinâmica das pressões inflacionárias continue como fator dominante.
Na noite de ontem, durante evento em SP, Galípolo sinalizou que o Copom ainda tem dúvidas de que a pressão na inflação de serviços vem dos salários.
Nos EUA, é dia de Livro Bege (16h), relatório ADP de emprego no setor privado (10h15) e de pesquisa Jolts (12h), mas o ponto alto do dia será a presença de Powell na Câmara, ao meio-dia, para apresentar o relatório semestral de política monetária. ",0
"… O documento já foi publicado no site do Fed no início da tarde da última 6ªF, o que leva a crer que está, em grande parte, absorvido pelo mercado. Mas ninguém vai perder Powell, na esperança de que diga alguma novidade.",0
"… De acordo com o relatório a ser apresentado ao Congresso americano, o Fed considera que os juros estão no pico do ciclo de aperto, mas que ainda não parece apropriado cortar as taxas antes de ter maior confiança na desinflação.",0
… O recado combina com as apostas majoritárias no mercado de que o início do relaxamento deve ficar para junho.,0
"… Segundo o documento, houve perda significativa de ritmo da inflação contra 2023, mas os preços permanecem acima do objetivo central do Fed (2%) e o mercado de trabalho americano continua relativamente apertado.",0
"… A taxa de desemprego segue perto de níveis historicamente baixos, com as vagas ainda elevadas. O Fed considera ainda que o PIB tem se mantido em patamar forte, apoiado por aumentos sólidos nos gastos dos consumidores.",-1
… O relatório aponta que os riscos geopolíticos (guerra da Rússia contra a Ucrânia e potencial expansão do conflito entre Israel e o Hamas) são capazes de ampliar pressões inflacionárias ou renovar o estresse do sistema financeiro.,0
"… Mas que, no geral, o setor bancário permanece sólido e resiliente, após a turbulência aguda de um ano atrás.",-1
"… Se Powell não fugir ao script do documento antecipado, o mercado tem tudo para manter a precificação de que o Fed está sem pressa de derrubar o juro e pode esperar até o final do 2Tri, antes de cantar vitória sobre a inflação.",0
"GALÍPOLO – Durante palestra em evento promovido pela APCE (André Perfeito Consultoria), o diretor do BC ressaltou os receios com a inflação de serviços, mas disse não ter segurança de onde exatamente vem a pressão.",-1
"… “Não é possível ainda ver link entre mercado de trabalho e pressão nos serviços”, disse, destacando que o BC precisa de tempo para “desvendar vários mistérios” da inflação de serviços elevada, que é um fenômeno global.",-1
