12/03/24,label
"… Último grande indicador econômico antes da reunião do Fed, na semana que vem, o CPI de fevereiro sai às 9h30. Se exibir aceleração modesta, como se espera, deve endossar a percepção deixada pelo payroll de corte de juro em junho. Aqui, o IPCA de fevereiro (9h) pode mexer com as expectativas para o comunicado do Copom, na Superquarta (dia 20). Os negócios domésticos ainda continuarão sendo influenciados pela polêmica da Petrobras. A reunião de Lula com o presidente da companhia, Jean Paul Prates, e os ministros Alexandre Silveira, Rui Costa e Haddad não terminou como os mais otimistas esperavam, com a liberação dos dividendos extraordinários que foram retidos.",0
"… Assim, no after hours em NY, o ADR de Petrobras operou sem euforia (0,75%) ontem à noite, após a entrevista de Silveira e Haddad, onde eles admitiram que esses recursos ainda poderão ser distribuídos, “em parte ou na totalidade, em algum momento”.",0
"… Na coletiva, a informação de que a Fazenda deverá ter um assento no Conselho da Petrobras também ajudou um pouco, já que Haddad é a visto como o interlocutor de confiança do mercado financeiro dentro do governo do PT.",0
… Mas os sinais claros de interferência do Planalto na gestão da empresa não permitem que as ações recuperem as perdas acumuladas de 13% desde a última 5ªF. Petrobras vem caindo desde antes do balanço e da decisão sobre os dividendos.,-1
"… A certeza de que o presidente Lula não abre mão de recuperar a política de superinvestimentos da Petrobras, confirmada na entrevista para o SBT, se mantém como fator de incerteza para o investidor, que teme por um déjà-vu do que ocorreu no governo Dilma.",-1
"… Haddad e Silveira disseram que os dividendos extraordinários vão ficar no caixa da Petrobras, guardados em um conta remunerada, até que se tenha a certeza de que a sua distribuição não prejudique os planos de investimento da empresa.",-1
"… A lei das S/A veda o uso desses recursos para investimentos, mas parte do governo acha que não é bem assim e busca uma brecha. No mínimo, um caixa mais robusto pode dar mais solidez aos indicadores da empresa e facilitar novos financiamentos para investir.",0
"… Ainda na entrevista ao lado de Silveira, Haddad admitiu que o Tesouro não reclamaria se recebesse dividendos extraordinários (até R$ 12 bi), mas que a decisão de reter esses recursos não prejudicará a meta fiscal.",0
"… Isso porque a Fazenda só contava com os dividendos ordinários, afirmou o ministro da Fazenda.",0
"… Por outro lado, o próprio Alexandre Silveira descartou uma demissão de Prates, afirmando que não passa de “grande especulação”.",0
"… Já o presidente da Petrobras, em declaração antes de embarcar de volta para o Rio, confirmou que fica, mas que não fala mais sobre os dividendos. “Quem fala sobre dividendos é o ministro das Minas e Energia”, disse Prates.",0
"… Só isso já é uma prova de ingerência política na companhia, assim como a fala de Lula ao SBT, afirmando que teve uma “conversa séria com a direção da Petrobras e vamos baixar o preço dos combustíveis e do gás de cozinha”.",-1
"… O tom político-eleitoral do presidente, que enfrenta uma baixa na popularidade, apareceu em outra declaração, quando voltou a criticar Campos Neto por causa da taxa de juros. “Não há nada além de teimosia desse cidadão para manter os juros nesse patamar.”",-1
… O presidente ignora o fato de que dois diretores indicados por ele para o BC estão votando em sintonia com todo o colegiado.,0
"IPCA – O reajuste de mensalidades escolares e aumento do ICMS sobre a gasolina devem pressionar a inflação oficial de fevereiro a 0,78% (mediana Broadcast), contra 0,42% em janeiro. O intervalo de projeções vai de 0,61% a 0,88%.",-1
"… Para o acumulado em 12 meses, a aposta indica desaceleração de 4,51% a 4,44%, abaixo do teto da meta (4,50%).",1
"… O BC tem chamado particular atenção para a pressão dos serviços, que devem acelerar de 0,02% para 1,08%. Em contrapartida, os preços dos serviços subjacentes, que indicam tendência, devem perder fôlego (0,76% para 0,52%).",-1
"… O IPCA tem potencial de influência sobre as expectativas para o comunicado do Copom. O BC até aqui ainda vê como adequadas novas reduções da taxa Selic em 0,5pp nas “próximas reuniões”, no plural (março e maio).",-1
"… Mas Galípolo e Guillen já andaram levantando a lebre nas últimas semanas sobre o possível abandono da ferramenta do forward guidance, que “reduz o grau de liberdade de atuação do BC” e é um “esporte de alto risco”.",0
"… Citando a dinâmica da inflação de serviços, o Itaú elevou ontem a projeção da Selic de 9,00% para 9,25%.",-1
"… Em meio às investidas populistas para recuperar a popularidade nas pesquisas, Lula disse que encomendou ao ministro da Agricultura, Carlos Fávaro, e à Conab um conjunto de medidas para reduzir os preços dos alimentos.",0
"META FISCAL – Técnicos do governo ouvidos pela Exame afirmaram que a equipe econômica já estimará um déficit fiscal equivalente 0,25% do PIB, ao invés de zero, no relatório bimestral de receitas e despesas, que sai dia 22.",-1
… A previsão contraria o consenso no mercado de que a mudança na meta pode ficar para maio.,-1
"PERSE – Governistas trabalham para que os projetos de lei que tratarão do programa emergencial ao setor de eventos sejam de autoria do Congresso, e não do Poder Executivo, de acordo com fontes ouvidas pelo Broadcast.",-1
"… A decisão, que está sendo costurada entre líderes da base do Palácio do Planalto na Câmara, pode ser a saída para que o governo ganhe tempo até encontrar uma forma de compensar a perda arrecadatória com as medidas.",-1
"… Segundo a reportagem, se os projetos fossem enviados ao Congresso com assinatura do governo, já teriam que prever medidas compensatórias logo de início e a Fazenda seria obrigada a definir essa previsão nos próximos dias.",0
"MAIS AGENDA – O Focus ficou para hoje (8h25), diante da operação-padrão do BC. Energisa solta balanço após o fechamento. Lá fora, saem o CPI de fevereiro da Alemanha (4h) e relatório da Opep. Bailey (BoE) discursa (12h15).",0
"CPI NOS EUA – O índice de preços ao consumidor deve avançar 0,4% em fevereiro, na comparação com o mês anterior, acelerando de leve contra janeiro (+0,3%), quando desencadeou movimentos de fuga do risco em NY.",0
"… Na comparação anual, há expectativa de um avanço de 3,1%, o que repetiria o resultado do mês anterior.",0
"… O núcleo do CPI, que exclui itens voláteis, como alimentos e energia, deve ter registrado ganho mensal de 0,3%, após o avanço de 0,4% em janeiro. Na comparação anual, a alta do núcleo seria de 3,7%, inferior a janeiro (3,9%).",0
"JAPÃO HOJE – Enviando mais um sinal hawkish, o presidente do BoJ, Kazuo Ueda, disse que, embora algumas estatísticas ainda mostrem sinais de fraqueza, a economia japonesa continua a se recuperar gradualmente.",0
"… O comentário vem em meio a especulações de traders sobre possível elevação do juro pelo BoJ já na reunião de política monetária da semana que vem, o que colocaria um  fim ao longo período de política ultraflexível.",0
"… De seu lado, o ministro das Finanças, Shunichi Suzuki, afirmou que a economia ainda não superou completamente a deflação, embora haja alguns desenvolvimentos positivos: crescimento salarial e o aumento dos gastos de capital.",0
ARGENTINA – O BC cortou o juro de 100% para 80% ao ano e anunciou que irá eliminar a taxa mínima de prazo fixo.,0
"É DE CHORAR – Sabotadas por Lula, as ações da Petrobras embarcaram ontem numa montanha-russa e devolveram na reta final do pregão a tentativa de reação observada mais cedo contra o tombo de mais de 10% na última 6ªF.",-1
"… O papel ON afundou 1,92% (R$ 36,27) e o PN perdeu 1,30% (R$ 35,65). Não deu para culpar o petróleo, que fechou estável. O Brent/maio subiu 0,15%, a US$ 82,21 por barril, na ICE. O WTI/abril recuou 0,10%, a US$ 77,93.",-1
"… O Ibov (-0,75%) desceu mais um degrau e fechou no nível dos 126 mil pontos (126.123,56), com giro de R$ 25,6 bi.",-1
"… O índice testou níveis positivos durante a tarde, diante da especulação de que a decisão sobre os dividendos extraordinários poderia ser revertida. Mas veio a virada negativa depois da bomba da entrevista de Lula.",-1
"… Vale (-3,11%; R$ 63,96) também ajudou a derrubar o índice, sentindo a queda de quase 7% no minério de ferro em Cingapura e de 5% em Dalian, com notícias de estoques que não param de crescer na China.",-1
"… A extensão do mandato do CEO da Vale, Eduardo Bartolomeo, para até 31 de dezembro de 2024, foi deixada em segundo plano",0
