date,article,label
19/02/2024,"… O minério de ferro voltou do feriadão chinês afundando quase 3% e sinalizando realização de lucro para a Vale, que esta semana ainda estará em foco com o anúncio do balanço trimestral, na 5ªF, após o encerramento dos negócios.
NY fecha hoje para o Dia do Presidente, enquanto espera na 4ªF pelo resultado da Nvidia e pela ata do Fed, neste momento em que a aposta do mercado para o início do ciclo de corte dos juros se inclina mais para junho do que para maio.
Por aqui, o IBC-Br de dezembro (hoje, às 9h) e a arrecadação federal de janeiro (6ªF) ganham destaque, com o fiscal no radar em Brasília. A CMO fará reunião amanhã para discutir os vetos de Lula em emendas de comissão, que têm sido um dos pontos de atrito entre o governo e o Congresso.",0
19/02/2024,"… A ministra Simone Tebet, que se reúne hoje (17h) com Haddad, já indicou nas últimas semanas que parte do corte nas emendas será recomposta, mas lideranças partidárias aguardam como se dará a saída negociada.",0
19/02/2024,"… Desde a reunião, antes do carnaval, em que Lira assegurou a Lula que agora “o jogo está zerado”, o clima de hostilidade entre o governo e Congresso aliviou, dando maior tranquilidade para resolver os impasses políticos.",-1
19/02/2024,"… De qualquer maneira, o mercado aguarda com expectativa o andamento das articulações, agora a cargo de Rui Costa, escalado por Lula no lugar de Alexandre Padilha, na tentativa de conter a crise travada com Lira.",-1
19/02/2024,"… No front fiscal, Haddad indicou a parlamentares ouvidos pelo Broadcast que vai insistir em manter a extinção do Perse, mesmo que o assunto seja retirado da MP da reoneração e tramite em separado por projeto de lei.",0
19/02/2024,"… Ainda nos bastidores, antes do carnaval, circulou a notícia de que o governo estaria disposto a recuar no formato da reoneração (iria por Projeto de Lei) e no prazo, adiando em um ano (2029) a alíquota integral às empresas.",-1
19/02/2024,… A MP da reoneração é tida como a bala de prata para elevar a arrecadação e defender a meta do déficit zero.,1
19/02/2024,"… Janeiro deve reservar uma surpresa positiva no resultado arrecadado pelo governo com impostos e contribuições, segundo Haddad e o secretário do Tesouro, Rogério Ceron, já anteciparam recentemente.",1
19/02/2024,"… De acordo com dados do portal Siga Brasil informados pela jornalista Adriana Fernandes (Folha), a prévia da arrecadação indica crescimento real (acima da inflação) em torno de 6%, com a entrada de R$ 280 bi nos cofres.",1
19/02/2024,"… O número bate com a mediana de pesquisa Broadcast, de R$ 277 bi, contra R$ 231,225 bi em dezembro.",1
19/02/2024,"… O resultado deve ser turbinado pela tributação dos fundos exclusivos e pode gerar superávit primário de R$ 68 bi no primeiro mês do ano, segundo o relatório Prisma Fiscal, ou de quase R$ 80 bi, nos cálculos do BTG Pactual.",1
19/02/2024,… O impulso esperado para a arrecadação em janeiro não abala a convicção entre os investidores de que o governo Lula terá de mudar a meta fiscal (para déficit). Mas eventualmente pode adiar a decisão de março para maio.,0
19/02/2024,"… Paralelamente à expectativa de melhora na arrecadação, o IBC-Br de dezembro (“PIB do BC”) deve apontar hoje aquecimento da atividade econômica: +0,80%, após alta de 0,01% em novembro.",1
19/02/2024,"Em 2023, deve avançar 2,03%.",0
19/02/2024,… O crescimento do setor de serviços e da indústria em dezembro deve contribuir para o melhor desempenho.,1
19/02/2024,"… O boletim Focus só sairá amanhã, atrasado pela operação-padrão do BC. Os servidores vão parar por 48h, a partir de 3ªF. Fora o IBC-Br, a agenda doméstica de indicadores é esvaziada, com as prévias do IPC-Fipe e IPC-S na 6ªF.",0
19/02/2024,"BALANÇOS – A Vale deve registrar alta de 10% no lucro líquido do 4Tri, para US$ 4,09 bilhões. O Ebitda deve dar um salto de 40% na comparação anual, a US$ 6,48 bilhões. Para as receitas, a projeção é de US$ 13,09 bilhões (+9,6%).",0
19/02/2024,"… Além do resultado trimestral, também o processo de sucessão no comando da mineradora continua sendo monitorado, depois da reunião inconclusiva do conselho de administração da companhia na semana passada.",0
19/02/2024,"… Americanas e Carrefour reportam balanço hoje, após o fechamento. Telefônica Brasil (Vivo), Gerdau e Iguatemi vêm amanhã. A 4ªF terá GPA e Assaí. Na 5ªF da Vale, tem também a B3. Fechando a semana, M.Dias Branco (6ªF).",0
19/02/2024,"LÁ FORA – Além do balanço da Nvidia (4ªF), aguardado por alguns profissionais como o mais importante do setor de tecnologia, a ata do Fed (4ªF) e os discursos dos Fed boys ocupam o mercado até o PCE da semana que vem (dia 29).",0
