date,article,label
22/02/2024,"… Mesmo reconhecendo que há uma desinflação significativa nos EUA, a ata do Fed manteve a mensagem de cautela já manifestada por Powell, destacando que é preciso “mais confiança” para reduzir os juros, o que reforçou as apostas de que o primeiro corte só deverá vir em junho. O mercado em NY, no entanto, tem motivos para abrir mais otimista hoje, com a festa de Nvidia no after hours. Ainda no exterior, a ata do BCE (9h30) pode dar novas indicações de queda iminente do juro, em dia de CPI na zona do euro (7h). Aqui, o resultado da arrecadação em janeiro (10h30) gerou especulações de que virá forte. À noite, sai o balanço da Vale, que também pode fazer reunião do conselho para decidir a sucessão na empresa. Em Brasília, Lula reúne-se com Lira e líderes para fechar a agenda econômica do semestre.",0
22/02/2024,"… Em uma 3ªF bastante movimentada, Haddad conversou com Lula pela manhã, saiu do Palácio direto para encontrar-se com Pacheco na residência oficial do Senado e à noite confirmou que ainda tenta conseguir a reoneração da folha de pagamentos e o fim do Perse.",0
22/02/2024,"… O ministro disse que o governo deverá enviar ao Congresso um projeto de lei para acabar gradualmente com a desoneração da folha e garantir o cumprimento do déficit zero (ou chegar perto disso). O PL, ainda sem data, seria apresentado com urgência constitucional",1
22/02/2024,"… Isso significa que haveria um prazo de 45 dias para a deliberação da matéria, sob pena de trancamento da pauta de votações.",1
22/02/2024,"… Segundo Haddad, a sugestão para que o tema da reoneração da folha fosse enviada por projeto de lei foi feita por Pacheco a Lula. Uma das principais críticas dos parlamentares foi a forma de envio da proposta por Medida Provisória.",1
22/02/2024,… O ministro foi questionado se a reoneração poderia ficar para 2025 e respondeu que o “PL abrirá as negociações”.,1
22/02/2024,"… Autor do projeto que prorroga o benefício até 2027, o senador Efraim Filho (União) disse que, se o governo quiser angariar votos à nova proposta, terá de apresentar uma medida que garanta o incentivo fiscal por mais quatro anos.",1
22/02/2024,"… Nas últimas horas, as conversas estariam mais focadas no fim dos benefícios fiscais ao setor de eventos, que a Fazenda quer manter na MP editada no final de 2023. Haddad prometeu apresentar até o fim do mês os dados do TCU que apontam irregularidades no Perse.",0
22/02/2024,"… Em entrevista a Miriam Leitão/GloboNews, ontem à noite, o ministro da Fazenda confirmou que o trecho da reoneração da folha de pagamento tramitará por projeto de lei e disse que texto será igual ao proposto na MP.",0
22/02/2024,"… Sobre o Perse, observou que “desde o começo dissemos ao Congresso que era inviável” e insistiu que o impacto dos benefícios previstos pelo programa emergencial é muito maior do que o apontado pelo setor de eventos.",0
22/02/2024,"… No mercado, as dificuldades para destravar a agenda econômica no Congresso são acompanhadas com apreensão, mas as negociações que envolvem pessoalmente o presidente Lula apontam para um desfecho positivo.",-1
22/02/2024,… O encontro de Lula com Lira e líderes da Câmara está previsto para o final do dia (19h).,0
22/02/2024,"MAIS AGENDA – Haddad e Campos Neto já cantaram a bola que a arrecadação federal de janeiro deve animar e dados prévios indicaram alta de até 6%, com o resultado bombado pela tributação dos fundos exclusivos.",1
22/02/2024,"… Além disso, o resultado deve ser impulsionado pelas receitas previdenciárias, como reflexo do mercado de trabalho resiliente. Em pesquisa Broadcast, a mediana aponta arrecadação de R$ 277 bilhões em janeiro.",1
22/02/2024,"… Às 11h, Claudemir Malaquias, chefe do Centro de Estudos Tributários, comentará os números.",0
22/02/2024,"… Se confirmada, a melhora nas contas públicas representará um trunfo para a Fazenda continuar defendendo a meta do déficit zero, embora uma mudança no target seja considerada inevitável pelo mercado financeiro.",1
22/02/2024,"… Diante do alívio aos cofres neste início de ano, o que eventualmente pode acontecer é a equipe econômica resolver adiar para maio (ao invés de março) a mudança na meta no relatório bimestral de receitas e despesas.",1
22/02/2024,"… Ontem, Tebet disse que, a se confirmar a arrecadação forte até fevereiro, o governo não precisará fazer um congelamento de gastos tão forte em março. “Estaremos mais tranquilos no que se refere a contingenciamento.”",1
22/02/2024,"… Atrasado pela operação-padrão dos servidores do BC, o levantamento Focus sai hoje, às 8h30.",0
