date,article,label
27/02/2024,"… Às vésperas da inflação do PCE (5ªF), que concentra todas as atenções do investidores e já coloca os mercados globais em compasso de espera, a agenda de hoje nos EUA é pouco decisiva. Sai a confiança do consumidor (12h), medida pelo Conference Board, e o Fed boy Michael Barr fala em conferência (11h05). Por aqui, após ter testado positivo para covid-19, Haddad participa de forma virtual de reuniões do G20 com a secretária do Tesouro dos EUA, Janet Yellen (14h30) e com ministros dos Brics (17h45). Com um dia de atraso, hoje tem Focus (8h30), mas a grande expectativa do dia fica com o IPCA-15 de fevereiro (9h), que pode ganhar força e agitar as apostas para a Selic.",0
27/02/2024,"… A prévia da inflação oficial deve acelerar para 0,82% em fevereiro, na mediana de pesquisa Broadcast, contra 0,31% em janeiro. O intervalo das projeções dos analistas varia de um piso de 0,55% até um teto de 0,91%.",-1
27/02/2024,"… As estimativas indicam IPCA-15 de 4,53% no acumulado em 12 meses, após 4,47% em janeiro.",-1
27/02/2024,"… A leitura do índice de preços deve ser pressionada pelos efeitos da nova alíquota do ICMS sobre os combustíveis, que passou a vigorar no último dia 1º, e também pelo aumento sazonal nas mensalidades escolares.",-1
27/02/2024,… Ainda as tarifas aéreas devem reduzir a queda. A boa notícia pode ser a alta menor de alimentação no domicílio.,0
27/02/2024,"… Desde o susto do IPCA de janeiro (+0,42%) acima do consenso (+0,35%), aumentou a dose de cautela no mercado com o comportamento da inflação de serviços, que colocou em xeque o ciclo total de cortes da Selic pelo Copom.",-1
27/02/2024,"… Parte dos profissionais especula que o BC possa parar antes com o ajuste do juro ou que vá mais devagar (0,25pp) com o ritmo de relaxamento monetário a partir de junho, colocando em xeque a Selic de um dígito (9%) do Focus.",-1
27/02/2024,"… As apostas de mais duas quedas de meio ponto do juro nas próximas decisões do Copom (março e maio) estão contratadas, mas depois disso já não se tem tanta certeza, diante das mensagens de alerta que vêm do próprio BC.",0
27/02/2024,"… Semana passada, durante evento de economia verde, em Brasília, Campos Neto advertiu que o Brasil possui uma inflação de serviços ainda em um patamar “um pouco acima” do ideal e que o processo de desinflação é incerto.",0
27/02/2024,"… Ele avaliou que a autoridade monetária não tem os componentes necessários para concluir como será o ritmo da “última milha” do indicador, “se vai se dar de forma linear ou com momentos de convergência mais lenta”.",0
