date,article,label
05/02/2024,"… Semana tem inflação na China (4ªF) e agenda mais esvaziada em NY, após a bomba do payroll, que eliminou de vez a chance de corte do juro em março, pôs maio xeque e abriu apostas para junho. Em entrevista gravada na última 5ªF e exibida ontem à noite pela TV americana, Powell repetiu que o Fed só vai cortar o juro quando estiver confiante de que a inflação caminha de forma sustentada para a meta de 2%. Aqui, a ata do Copom deve reforçar amanhã o que o comunicado sem novidades sinalizou na semana passada, que o ritmo de queda (0,5pp) da Selic será mantido nas “próximas reuniões”. Com as apostas consolidadas, o IPCA de janeiro (5ªF) perde parte do interesse. O foco da semana se concentra nos balanços dos bancos. Hoje tem Itaú, após o fechamento. Bradesco vem na 4ªF e BB, na 5ªF. Brasília volta hoje do recesso e o governo bota o bloco na rua para negociar.",0
05/02/2024,"… O Planalto arma uma estratégia para baixar a irritação do Congresso com a MP da reoneração. O plano é buscar relação mais direta com os líderes partidários, intensificando a participação de Lula na articulação.",0
05/02/2024,… Rui Costa (Casa Civil) e Tebet também foram escalados para participam mais ativamente das negociações.,0
05/02/2024,"… A ministra do Planejamento já informou nos últimos dias que o governo deve apresentar um PL perto do feriado do Carnaval para tratar da recomposição do corte de R$ 5,6 bilhões em emendas de comissão na LOA.",0
05/02/2024,… O gesto deve ser importante para recompor o clima e desanuviar o desgaste do Executivo com o Parlamento.,0
05/02/2024,"… Quanto à MP da Reoneração, Lula deve marcar novas reuniões com Lira e Pacheco esta semana para discutir o texto, considerado uma afronta à decisão do Congresso de prorrogar a desoneração da folha de 17 setores.",0
05/02/2024,"… No pano de fundo, Lula ainda tem que administrar já na volta dos trabalhos legislativos um impasse na articulação política que estourou nos bastidores entre Lira e Alexandre Padilha (Relações Institucionais).",0
05/02/2024,"… Os dois não se falam há mais de um mês. O estopim para o rompimento, segundo aliados do presidente da Câmara, foi a edição de uma portaria do governo que prevê novas regras para liberação de recursos na Saúde.",0
05/02/2024,… A nova norma entrou em vigor em dezembro e condiciona transferências à aprovação de um colegiado formado por gestores estaduais e municipais do SUS. Lira não gostou e estaria pedindo a cabeça de Padilha.,0
05/02/2024,… A crise na interlocução acende o sinal de alerta neste momento em que a pauta fiscal é prioritária.,0
05/02/2024,… A volta do Congresso ao trabalho também deve ser marcada por uma contraofensiva ao STF.,0
05/02/2024,"… Além dos limites para decisões monocráticas e da exigência de aval do Legislativo a medidas judiciais da Corte contra parlamentares em exercício, pode ganhar espaço a imposição de prazo ao mandato dos ministros do STF.",-1
05/02/2024,"MAIS AGENDA – No Rio, Haddad participa hoje (9h) de palestra com pesquisadores da FGV/IBRE.",0
05/02/2024,"… Devido à operação-padrão dos servidores do BC, não tem Focus nesta 2ªF, só amanhã. Com atraso, será divulgado hoje (9h30), o saldo em c/c de dezembro, com previsão de déficit de US$ 7,4 bi e entrada de US$ 5,20 bi em IDP.",0
05/02/2024,"… O indicador deveria ter sido divulgado na semana passada, mas foi adiado pela mobilização dos servidores.",-1
05/02/2024,"… Com a meta fiscal zero em dúvida, sai na 4ªF o resultado consolidado do setor público em dezembro.",0
05/02/2024,"… Divulgadas na semana passada, as contas do Governo Central em 2023 tiveram o segundo pior rombo da série histórica, de R$ 230, bilhões (2,1% do PIB), e resgataram o debate sobre a revisão do alvo das contas públicas.",-1
05/02/2024,"… Do lado da inflação, além do IPCA, saem na semana o IGP-DI de janeiro, amanhã, que deve recuar 0,10% (mediana de pesquisa Broadcast), e as primeiras prévias de fevereiro do IPC-S (5ªF) e do IPC-Fipe (6ªF).",0
05/02/2024,… O ritmo da atividade será conferido pelos vendas no varejo (4ªF) e volume de serviços (6ªF) em dezembro.,0
05/02/2024,"… Em entrevista o Estadão de sábado, o secretário de Política Econômica do Ministério da Fazenda, Guilherme Mello, afirmou que a atual projeção do governo de avanço do PIB de 2,2% para este ano é conservadora.",1
05/02/2024,"… Serviços, indústria e investimentos vão contribuir positivamente, disse, ressaltando que esta retomada reforça a avaliação da Fazenda de que o nível de arrecadação em 2024 conseguirá avançar para a casa dos 19% do PIB.",1
05/02/2024,"… Este cenário positivo, afirmou, vem aliado ao conjunto de medidas aprovadas no Congresso para aumentar o patamar de receitas. Apesar do otimismo do governo, o TCU vê com desconfiança as receitas “superestimadas”.",1
05/02/2024,"… Neste domingo, o governo informou que a atualização do cadastro do Bolsa Família excluiu 1,73 milhão de famílias compostas por um único integrante (chamadas de “unipessoais”) do rol de beneficiários do programa",0
05/02/2024,"… A revisão faz parte dos esforços da equipe econômica para elevar a arrecadação. Em abril, Tebet afirmou que o processo de atualização do Bolsa Família pode gerar redução anual de despesas de até R$ 7 bilhões.",0
05/02/2024,"VALE – Adiou para esta semana (sem dia confirmado) o desfecho da sucessão, depois de a reunião do conselho de administração da mineradora realizada na última 6ªF ter terminado sem acordo sobre o processo sucessório.",0
05/02/2024,… Quem defende a saída de Eduardo Bartolomeo do comando aponta sua falta de trânsito com o governo.,0
05/02/2024,"… Para alguns acionistas, se o executivo tivesse maior aproximação com Brasília, poderia ter evitado a recente cobrança pela pasta dos Transportes de R$ 25,7 bi por concessões das ferrovias renovadas antecipadamente.",-1
05/02/2024,"… Neste contexto, o nome de Luiz Henrique Guimarães (ex-Cosan) e hoje no conselho da Vale, ganha força.",0
05/02/2024,"… Outra saída seria propor um mandato mais curto para Bartolomeo, de um ano, ao invés de três, ou incluir o",-1
05/02/2024,"executivo em uma lista tríplice do processo sucessório da empresa, cuja escolha ocorreria mais adiante.",-1
05/02/2024,"… Na 6ªF, a Justiça-DF determinou o afastamento do presidente da Previ, João Fukunaga, acolhendo o argumento do deputado Leonardo Siqueira (Novo) de que o executivo não tem a experiência exigida ao cargo.",0
05/02/2024,"… Em maio, Fukunaga já havia sido afastado na mesma ação, mas a decisão foi revertida dias depois. A Previ é acionista da Vale e Fukunaga ocupa uma das cadeiras do conselho de administração da mineradora.",0
05/02/2024,"MAIS BALANÇOS – Saem BTG Pactual (hoje, antes da abertura), Usiminas (6ªF), TIM (amanhã), Alpargatas, Klabin, Auren e BrasilAgro (4ªF), além de Sanepar, CCR, Multiplan, Jalles Machado e São Martinho (5ªF).",0
05/02/2024,"… Nos EUA, tem McDonald´s hoje, antes da abertura dos mercados. Walt Disney vem na 4ªF.",0
05/02/2024,"LÁ FORA – Na semana menos importante, os EUA conferem hoje os serviços do ISM (12h) e PMI/S&P Global composto (11h45), que será informado ainda na zona do euro (6h), Alemanha (5h55) e Reino Unido (6h30).",0
05/02/2024,"… O dia também reserva a inflação ao produtor (PPI) de dezembro na zona do euro, às 7h. O CPI alemão sai 6ªF.",0
05/02/2024,"… A força da economia americana exibida pelo payroll deixou o risco de repique da inflação no radar e as chances de o Fed cortar o juro em maio, que bateram em 100% do CME, já não são mais unânimes (abaixo).",-1
